HO,CD
1093,2477
1023,2514
1004,2502
1059,2537
1094,2491
1056,2436
995,2428
1066,2458
1023,2418
1060,2465
988,2485
1080,2471
1131,2454
1025,2476
1075,2518
1059,2462
1079,2419
1058,2425
1080,2481
1046,2482
1086,2476
1042,2479
1080,2453
1066,2445
1071,2484
1074,2499
1078,2479
1006,2448
1081,2512
1035,2510
1044,2468
1035,2518
985,2437
1105,2436
1061,2488
1132,2535
1050,2445
1063,2434
1041,2426
1047,2474
1094,2406
1048,2500
1028,2527
1092,2457
1059,2421
1063,2511
1062,2495
1049,2496
1029,2516
1026,2383
1053,2455
1054,2456
1033,2507
1024,2441
1047,2495
1022,2441
1138,2422
1040,2427
1065,2404
1101,2498
1092,2463
1076,2498
1074,2507
1028,2490
1080,2459
1056,2448
1067,2439
1080,2470
1054,2512
1054,2449
1008,2462
1045,2402
1045,2542
1034,2481
1044,2421
1076,2442
1108,2488
1063,2466
1039,2467
1049,2463
1061,2478
1065,2506
1027,2487
1023,2452
1095,2439
1037,2464
1041,2386
1036,2481
1022,2490
1060,2429
1060,2513
1083,2447
1076,2476
1127,2500
1068,2369
1049,2500
1043,2462
1074,2512
1044,2464
1065,2485
1034,2490
1085,2518
1060,2552
1061,2533
1067,2453
1066,2441
1073,2427
1078,2461
1027,2543
1044,2517
1069,2497
1062,2544
1057,2534
1058,2465
1028,2540
1043,2482
1060,2462
1039,2514
1059,2464
1061,2403
1079,2504
1068,2494
1039,2447
1035,2403
1019,2486
1010,2474
1079,2452
1059,2412
1046,2505
1048,2498
1050,2472
1048,2515
1053,2449
997,2442
1044,2444
1035,2376
1149,2470
1046,2499
1023,2483
1047,2507
1093,2493
1078,2505
1096,2480
1076,2432
1049,2459
1077,2532
1050,2441
1068,2446
1052,2484
1051,2513
1078,2477
1047,2466
1065,2471
1050,2511
1058,2516
1003,2455
1065,2488
993,2558
1031,2482
1086,2437
1050,2510
1044,2544
1051,2391
1067,2463
1042,2539
1082,2462
1047,2506
1055,2487
1039,2481
1093,2475
1074,2429
1087,2405
1076,2549
1064,2441
1018,2569
1070,2493
1031,2476
1085,2499
1025,2467
1068,2435
1052,2446
1089,2505
1034,2502
1048,2441
1087,2497
1043,2459
1063,2466
1106,2442
1060,2507
1066,2440
1070,2382
1055,2535
1083,2491
1044,2434
1075,2437
1070,2454
1074,2487
1050,2510
1090,2521
1036,2527
1117,2449
1059,2530
1067,2446
1061,2429
1084,2454
1069,2455
1037,2450
1034,2399
1037,2498
1050,2541
1059,2520
1110,2539
1056,2473
1072,2429
1055,2447
989,2515
1061,2385
1050,2500
1051,2542
1041,2455
1048,2462
1069,2485
1094,2413
1102,2475
1029,2411
1034,2482
1036,2451
1052,2486
1049,2521
1022,2464
1081,2512
1133,2511
1097,2489
988,2466
1052,2462
1013,2493
1131,2481
1028,2413
1067,2345
1037,2426
1070,2440
1048,2486
1080,2445
1094,2494
1047,2493
1016,2466
1050,2526
993,2479
1083,2493
1096,2534
1049,2520
1078,2486
1035,2484
1049,2487
1077,2509
1020,2463
1042,2462
1067,2473
1025,2467
1046,2510
1046,2457
1026,2514
1057,2438
1088,2495
1060,2459
1062,2516
1046,2431
1042,2521
1029,2591
1072,2479
1059,2433
1015,2476
1026,2516
1112,2576
1074,2458
1030,2465
1086,2423
1060,2562
1050,2460
1048,2503
1097,2465
1076,2424
1062,2479
1005,2431
1052,2470
1020,2574
1080,2451
1037,2447
1034,2500
1044,2465
1022,2503
1024,2429
1067,2555
1037,2521
1023,2418
1056,2449
1100,2430
1076,2429
1050,2495
1056,2440
1097,2420
1085,2435
1092,2536
1060,2392
1014,2452
1080,2508
1058,2425
1069,2391
1055,2431
1041,2475
1088,2480
1082,2400
1052,2395
1044,2430
1019,2405
1067,2493
1056,2530
1063,2484
1060,2537
1034,2443
1074,2433
1133,2475
1075,2519
1050,2461
1026,2552
1048,2416
1073,2458
999,2412
1055,2427
1058,2452
1070,2471
1044,2467
1049,2516
1042,2498
1047,2441
1042,2425
1077,2483
1086,2489
1075,2505
1044,2447
1098,2423
1082,2376
1088,2392
1057,2454
1023,2513
1032,2511
1045,2463
1067,2551
1041,2501
1053,2484
1068,2402
1061,2479
1082,2437
1070,2498
1072,2465
1043,2418
1057,2441
1012,2478
1057,2455
1004,2433
1109,2512
1074,2421
1064,2467
1071,2399
1050,2523
1060,2520
1127,2479
1074,2474
1026,2451
1034,2444
1052,2487
1140,2546
1028,2455
1088,2429
1049,2472
1051,2493
1049,2485
1092,2555
1042,2479
1055,2488
1145,2502
1040,2500
1024,2512
1085,2507
1043,2529
1094,2473
1067,2545
1062,2463
1029,2398
1048,2478
1077,2480
1042,2507
1017,2454
1068,2448
1018,2535
1057,2503
1078,2430
1073,2477
1040,2436
1122,2440
1065,2466
1050,2505
1074,2465
1050,2414
1100,2459
1031,2416
1092,2498
1043,2467
1043,2491
1059,2484
1058,2459
1113,2531
1089,2450
1099,2431
1071,2537
1045,2472
985,2603
1034,2548
1059,2502
1060,2508
1062,2404
1034,2459
1035,2443
1026,2469
1010,2440
1058,2409
1031,2453
1072,2479
1060,2478
1016,2454
1005,2542
1040,2569
1016,2440
1046,2496
1079,2453
1039,2449
1130,2455
1038,2425
1029,2494
993,2534
1076,2453
1068,2383
1048,2467
1040,2499
1032,2441
1080,2518
1089,2498
1046,2402
1095,2467
1111,2394
1045,2489
1093,2413
1067,2424
1036,2453
1061,2512
1029,2538
1094,2467
1036,2526
1026,2426
1093,2462
1082,2505
1018,2539
1080,2430
1082,2535
1082,2449
1060,2487
1036,2407
1044,2449
1063,2435
1043,2523
1011,2526
1053,2486
1066,2397
1065,2449
1072,2532
1070,2412
1025,2466
1058,2440
1071,2458
994,2516
1104,2515
1052,2409
1059,2485
1031,2412
1061,2463
1013,2529
1055,2500
1002,2442
1023,2484
1088,2434
1040,2481
1094,2566
1063,2435
1068,2423
1083,2503
1012,2557
1059,2434
1072,2430
1019,2561
1041,2483
1076,2486
1091,2479
1074,2522
1045,2421
1090,2488
1071,2453
1079,2519
1045,2473
1023,2462
1063,2411
1089,2473
1082,2410
1055,2442
1081,2404
1073,2473
1072,2456
1085,2408
1039,2444
1051,2386
1072,2437
1074,2428
1052,2431
1118,2502
1077,2496
1068,2460
1074,2482
1095,2501
1050,2519
1029,2417
1041,2514
1038,2455
1082,2455
1035,2532
1059,2480
1022,2405
1061,2483
1053,2430
1102,2346
1106,2464
1036,2463
1020,2473
1056,2425
1039,2492
1094,2498
1104,2498
1053,2525
1002,2462
1035,2433
1049,2434
1044,2515
1038,2431
1052,2458
1053,2418
1083,2458
1042,2474
1047,2469
1059,2508
1034,2525
1056,2452
1070,2443
1012,2451
1014,2527
1046,2393
1072,2523
1052,2488
1105,2492
1074,2513
1018,2421
1079,2443
1070,2503
1052,2450
1052,2478
1011,2529
1076,2441
1037,2479
1042,2446
1039,2451
1034,2417
1047,2450
1051,2524
1038,2458
1062,2437
1073,2402
1068,2479
1076,2457
1040,2464
1052,2514
1062,2482
1065,2464
1085,2490
1090,2449
1055,2576
1059,2469
1049,2444
1046,2452
1084,2410
1032,2511
1029,2458
1047,2521
1058,2420
1032,2437
1086,2501
1039,2523
986,2442
1094,2521
1051,2509
1051,2504
1060,2512
1057,2484
1047,2518
1113,2469
1023,2527
1038,2462
1050,2476
1037,2508
1036,2416
1064,2421
1052,2513
1075,2434
1076,2409
1031,2509
1073,2495
1076,2417
1050,2441
1017,2458
1075,2442
1085,2518
1079,2478
1107,2510
1041,2418
1085,2435
1034,2551
1031,2403
1049,2436
1045,2372
1032,2406
1027,2502
1053,2480
1052,2428
1032,2392
1059,2460
1037,2461
1091,2507
1059,2484
1089,2484
1049,2518
1062,2493
1057,2409
1085,2494
1073,2463
1077,2476
1036,2465
1103,2453
1029,2436
1034,2449
1098,2400
988,2373
1084,2428
1042,2436
1037,2531
1032,2497
1007,2448
1068,2435
1074,2375
1067,2491
1024,2382
1082,2480
1064,2456
1073,2449
1046,2491
1061,2486
1068,2463
1068,2488
1063,2416
1023,2495
1069,2421
1047,2486
1034,2463
1045,2553
1087,2518
1054,2518
1023,2449
1065,2475
1048,2455
1083,2452
1023,2554
1068,2501
1089,2507
1026,2560
1056,2427
1065,2454
1090,2488
1057,2485
1077,2480
1061,2561
1039,2424
1079,2555
1055,2464
1109,2423
1027,2474
1076,2496
1069,2484
1075,2428
1059,2488
1055,2462
1010,2514
1062,2467
1074,2459
1013,2491
1077,2477
1075,2478
1079,2508
1043,2499
1059,2425
1038,2475
1076,2477
1072,2457
1022,2495
1040,2439
1003,2492
1079,2516
1033,2497
1005,2474
1034,2513
1043,2470
1061,2478
1085,2433
1021,2509
1034,2522
1047,2475
1057,2382
1070,2401
1100,2473
1013,2499
1076,2500
1072,2472
1019,2415
1027,2488
1000,2479
1058,2385
1083,2457
1026,2502
1026,2425
1008,2530
1050,2414
1062,2472
1038,2476
1025,2517
1060,2513
1067,2448
1062,2549
1070,2538
1049,2428
1050,2468
1082,2444
1038,2498
1063,2468
1083,2478
1034,2431
1055,2450
1095,2424
1046,2470
1042,2488
1069,2514
1096,2425
1042,2496
1034,2405
1101,2507
1051,2512
1095,2435
1062,2473
1073,2457
1043,2469
1045,2452
1079,2494
1037,2440
1101,2439
1068,2526
1054,2420
1058,2478
1061,2491
1089,2432
1042,2503
1039,2452
1061,2506
1101,2494
1029,2496
1046,2471
1057,2491
1053,2407
1040,2453
1039,2548
1021,2465
1071,2447
1058,2486
1075,2513
1050,2454
1033,2461
1054,2454
1065,2519
1033,2477
1025,2438
1042,2415
1062,2458
1022,2498
1084,2511
1043,2518
1052,2492
1082,2463
1051,2428
1042,2457
1029,2451
1070,2454
1069,2528
1035,2445
1029,2493
1045,2402
1067,2517
1042,2501
1045,2391
1095,2554
1038,2446
1047,2445
1074,2445
1098,2473
1051,2483
1064,2500
1033,2431
1050,2376
1109,2387
1042,2387
1021,2413
1113,2520
1032,2382
1048,2447
1022,2384
1097,2468
1061,2449
1084,2513
1032,2429
1065,2531
1037,2488
1073,2474
1014,2548
1057,2414
1028,2432
1046,2511
989,2423
1061,2478
1061,2484
1052,2480
1037,2467
1062,2523
1026,2496
1041,2453
1044,2484
1085,2439
1005,2472
1046,2451
1029,2470
1025,2454
1118,2409
1047,2520
1020,2489
1076,2542
1095,2476
1070,2489
1079,2495
1079,2437
1086,2436
1097,2505
1058,2456
1089,2525
1085,2474
1031,2452
1032,2380
1095,2479
1022,2499
1082,2479
1053,2472
1004,2485
1052,2528
1042,2539
1078,2484
1082,2525
1000,2441
1005,2507
