HO,CD
39,82
20,59
33,84
33,70
31,63
31,57
40,64
28,74
32,49
35,92
32,70
21,73
35,61
31,73
26,75
23,65
22,52
32,70
37,58
32,72
22,64
24,73
27,56
26,73
30,69
32,76
31,54
29,55
43,67
33,66
35,63
36,78
24,75
31,80
28,74
34,70
30,54
22,73
30,68
29,72
34,83
33,63
39,79
23,70
34,80
22,80
26,66
28,70
29,73
26,76
23,72
27,70
35,81
26,66
29,75
25,65
29,66
32,54
26,65
35,73
24,77
21,74
26,78
32,69
32,86
35,64
36,69
19,61
36,57
39,59
26,59
27,77
24,65
30,72
27,85
27,80
25,68
35,73
32,65
33,84
43,66
25,78
53,59
28,70
31,69
36,68
34,75
28,59
29,76
28,63
29,69
26,76
45,61
30,72
24,82
30,73
28,60
30,54
42,55
44,80
30,72
35,69
27,64
35,69
26,76
35,80
22,78
20,82
38,82
33,72
30,73
31,83
25,74
32,87
32,75
28,85
29,72
23,83
44,56
27,75
28,78
34,68
19,77
18,80
30,75
25,70
33,86
20,88
23,69
28,48
33,77
32,59
36,60
29,87
21,76
28,72
26,66
32,69
31,64
32,79
41,75
32,62
22,71
32,65
26,63
26,75
15,60
27,71
28,72
30,69
23,72
31,73
37,59
27,66
26,63
30,65
39,63
39,67
23,69
33,73
30,77
40,64
26,56
30,71
41,77
26,70
29,60
31,65
28,76
28,84
25,52
24,73
48,76
28,70
32,76
22,80
20,73
28,66
27,71
26,94
22,74
36,71
32,87
28,55
32,76
33,66
28,61
36,87
32,57
25,70
33,79
43,74
42,62
30,61
26,81
35,80
31,72
27,73
17,74
26,83
32,71
31,61
34,63
31,67
24,59
31,77
42,68
36,72
24,60
32,77
23,69
31,76
39,80
31,73
32,75
33,68
23,63
33,78
31,79
36,70
26,50
28,74
33,77
32,70
28,68
33,55
23,66
38,71
27,57
27,64
29,62
24,74
21,76
23,75
26,63
37,61
25,68
29,71
33,69
25,71
20,76
32,84
31,78
34,64
34,68
32,68
34,72
25,71
32,67
31,68
40,71
32,69
24,82
27,70
21,57
33,82
27,73
31,65
24,68
36,78
27,58
35,65
39,71
27,76
20,72
25,70
29,82
27,65
28,80
41,82
25,68
42,80
34,76
30,60
16,69
31,75
29,76
36,81
26,65
