HO,CD
1640,3758
1618,3833
1614,3867
1588,3768
1601,3823
1574,3740
1575,3815
1597,3722
1624,3867
1564,3789
1589,3776
1651,3787
1597,3772
1626,3732
1642,3808
1660,3801
1624,3744
1588,3771
1603,3815
1588,3889
1624,3857
1631,3860
1574,3753
1586,3885
1580,3890
1617,3789
1592,3796
1622,3789
1634,3745
1627,3814
1605,3849
1618,3771
1611,3775
1556,3815
1676,3858
1620,3781
1609,3875
1603,3782
1569,3768
1618,3751
1598,3774
1620,3865
1623,3904
1631,3858
1626,3783
1595,3706
1581,3744
1586,3784
1604,3806
1648,3831
1628,3726
1654,3761
1597,3769
1597,3754
1602,3885
1574,3752
1611,3767
1595,3819
1643,3758
1579,3787
1576,3751
1617,3847
1634,3801
1588,3787
1630,3787
1607,3826
1595,3837
1575,3790
1626,3862
1621,3807
1577,3829
1572,3827
1583,3858
1588,3775
1624,3748
1557,3803
1538,3759
1649,3938
1650,3777
1562,3733
1562,3819
1618,3821
1619,3859
1610,3750
1633,3813
1595,3751
1597,3714
1601,3762
1587,3794
1625,3798
1638,3727
1585,3705
1616,3761
1587,3828
1577,3715
1553,3740
1602,3744
1586,3737
1602,3762
1628,3772
1553,3796
1586,3880
1620,3721
1602,3740
1645,3801
1587,3790
1601,3771
1576,3829
1582,3818
1613,3802
1609,3782
1644,3839
1612,3763
1641,3748
1588,3804
1594,3783
1589,3791
1533,3767
1593,3783
1623,3838
1607,3789
1663,3848
1585,3788
1584,3749
1608,3836
1642,3803
1626,3737
1578,3832
1637,3778
1622,3803
1582,3783
1645,3773
1580,3743
1614,3877
1638,3870
1571,3790
1645,3773
1616,3842
1611,3676
1625,3865
1575,3838
1649,3751
1639,3806
1588,3807
1565,3762
1581,3810
1581,3705
1597,3810
1551,3808
1622,3782
1599,3858
1616,3847
1633,3805
1636,3746
1631,3744
1595,3914
1590,3811
1613,3840
1638,3826
1618,3850
1670,3842
1619,3753
1568,3867
1620,3756
1607,3710
1616,3762
1624,3809
1629,3732
1619,3824
1544,3721
1582,3856
1620,3773
1592,3841
1653,3825
1575,3717
1622,3789
1595,3735
1632,3802
1580,3729
1596,3827
1607,3728
1639,3784
1584,3847
1650,3825
1625,3755
1587,3839
1604,3845
1610,3709
1630,3833
1613,3829
1646,3783
1621,3742
1577,3799
1658,3799
1552,3757
1583,3847
1678,3759
1589,3782
1623,3860
1560,3849
1555,3781
1574,3737
1596,3700
1577,3785
1550,3776
1577,3829
1581,3816
1628,3833
1598,3801
1555,3883
1580,3723
1579,3725
1594,3740
1598,3789
1593,3825
1635,3767
1633,3812
1581,3768
1587,3766
1587,3848
1641,3696
1661,3831
1591,3820
1585,3849
1605,3762
1588,3891
1625,3882
1595,3795
1623,3761
1604,3793
1628,3781
1642,3916
1592,3737
1602,3885
1652,3831
1531,3733
1622,3775
1570,3809
1587,3806
1630,3764
1631,3844
1642,3798
1608,3831
1633,3868
1628,3726
1645,3730
1597,3784
1658,3775
1578,3767
1599,3739
1614,3850
1566,3803
1613,3816
1565,3711
1606,3723
1551,3852
1618,3794
1587,3809
1607,3832
1558,3809
1603,3854
1550,3787
1628,3808
1587,3867
1594,3811
1623,3800
1588,3857
1616,3790
1639,3893
1602,3823
1639,3854
1533,3693
1598,3824
1655,3746
1602,3671
1615,3796
1628,3808
1583,3750
1596,3753
1562,3895
1564,3915
1654,3720
1559,3790
1642,3689
1610,3854
1623,3817
1616,3800
1591,3769
1604,3759
1537,3783
1598,3813
1652,3814
1588,3846
1610,3858
1638,3810
1592,3874
1623,3826
1587,3769
1628,3792
1611,3784
1570,3724
1614,3777
1632,3751
1541,3898
1615,3873
1550,3791
1602,3860
1644,3839
1572,3755
1635,3752
1610,3854
1590,3844
1616,3809
1580,3741
1597,3787
1563,3729
1634,3753
1598,3666
1560,3727
1606,3796
1616,3824
1582,3706
1589,3781
1610,3750
1596,3890
1589,3801
1595,3755
1654,3843
1614,3804
1636,3861
1565,3738
1597,3772
1625,3710
1589,3796
1615,3844
1594,3832
1592,3856
1621,3841
1623,3902
1640,3824
1641,3796
1595,3826
1623,3804
1600,3741
1606,3781
1559,3819
1604,3810
1657,3803
1575,3731
1606,3803
1653,3721
1582,3740
1621,3744
1588,3819
1618,3792
1615,3844
1601,3778
1635,3843
1592,3806
1581,3809
1583,3699
1596,3763
1643,3801
1613,3807
1638,3830
1625,3796
1587,3832
1617,3758
1608,3840
1590,3861
1585,3780
1612,3817
1566,3736
1637,3860
1579,3815
1586,3788
1599,3778
1582,3800
1622,3782
1631,3702
1582,3795
1612,3690
1576,3855
1570,3894
1603,3872
1622,3750
1579,3838
1564,3768
1611,3801
1597,3873
1561,3749
1596,3821
1627,3808
1621,3808
1542,3732
1587,3817
1622,3756
1643,3709
1604,3832
1578,3814
1582,3882
1631,3843
1571,3777
1577,3821
1667,3814
1583,3838
1598,3785
1644,3828
1607,3765
1690,3784
1627,3801
1611,3802
1575,3752
1596,3734
1663,3751
1586,3786
1562,3865
1584,3787
1612,3793
1539,3796
1599,3704
1615,3769
1565,3791
1571,3703
1564,3865
1583,3801
1543,3826
1584,3755
1627,3851
1647,3835
1597,3782
1647,3785
1576,3792
1608,3783
1579,3804
1571,3822
1586,3858
1613,3838
1596,3739
1620,3861
1604,3785
1632,3708
1591,3749
1606,3766
1617,3839
1554,3867
1643,3816
1539,3853
1602,3830
1593,3795
1567,3768
1606,3744
1593,3755
1595,3875
1604,3830
1569,3682
1661,3773
1585,3759
1620,3813
1581,3788
1614,3781
1650,3791
1550,3885
1657,3811
1655,3768
1581,3874
1617,3869
1610,3740
1618,3773
1603,3771
1627,3802
1581,3795
1574,3818
1590,3741
1593,3777
1585,3803
1653,3804
1554,3833
1613,3791
1598,3766
1628,3835
1609,3804
1535,3802
1587,3695
1602,3836
1610,3841
1581,3787
1600,3749
1557,3876
1567,3742
1588,3868
1615,3808
1581,3706
1583,3864
1572,3759
1597,3827
1689,3802
1578,3787
1596,3784
1596,3775
1595,3832
1554,3791
1604,3792
1612,3764
1563,3776
1641,3775
1637,3761
1648,3799
1585,3742
1576,3748
1580,3741
1646,3834
1582,3806
1615,3825
1635,3764
1602,3857
1653,3808
1603,3766
1558,3851
1632,3786
1616,3825
1575,3761
1596,3819
1584,3771
1573,3805
1587,3823
1608,3775
1635,3766
1640,3782
1573,3870
1622,3724
1609,3804
1667,3745
1596,3708
1601,3882
1583,3719
1617,3763
1636,3772
1603,3761
1597,3807
1607,3796
1625,3783
1660,3804
1596,3825
1630,3765
1615,3839
1660,3720
1596,3737
1677,3822
1614,3801
1589,3884
1568,3719
1567,3673
1579,3801
1558,3899
1630,3785
1599,3804
1624,3863
1593,3756
1623,3769
1652,3752
1614,3778
1628,3808
1645,3800
1587,3796
1597,3747
1598,3872
1549,3791
1529,3767
1581,3793
1584,3738
1625,3791
1620,3829
1637,3810
1652,3801
1595,3804
1594,3709
1652,3766
1606,3744
1633,3816
1570,3758
1600,3773
1571,3867
1639,3828
1617,3878
