HO,CD
418,1212
423,1208
440,1206
426,1171
429,1211
426,1203
421,1204
439,1217
429,1211
435,1199
432,1218
447,1225
427,1204
426,1200
421,1203
438,1203
431,1237
427,1176
432,1184
440,1190
432,1202
429,1208
428,1204
435,1199
431,1216
421,1218
419,1204
431,1232
437,1182
448,1187
431,1198
419,1221
437,1195
425,1209
421,1208
426,1207
438,1201
433,1204
423,1203
430,1190
428,1206
433,1211
440,1200
429,1212
429,1235
424,1189
420,1238
441,1193
435,1216
441,1200
426,1198
433,1223
427,1183
423,1191
438,1213
432,1202
434,1193
433,1200
434,1180
437,1208
427,1200
429,1220
416,1227
432,1196
431,1185
431,1206
433,1201
438,1211
432,1203
418,1206
419,1208
450,1229
428,1210
432,1195
433,1207
426,1193
429,1189
438,1199
430,1207
424,1196
430,1202
432,1198
442,1187
433,1198
448,1217
436,1234
428,1189
439,1199
434,1208
439,1202
433,1201
424,1200
434,1230
419,1208
428,1187
434,1213
428,1203
422,1223
423,1196
435,1202
428,1205
425,1215
426,1210
433,1206
445,1207
439,1205
422,1174
424,1226
431,1194
436,1207
432,1195
434,1197
425,1202
425,1202
425,1201
426,1196
432,1200
443,1237
436,1213
418,1223
424,1201
439,1205
433,1217
426,1182
426,1215
428,1213
426,1214
437,1193
432,1217
440,1205
443,1205
433,1220
431,1215
408,1198
439,1191
426,1226
428,1191
430,1187
439,1228
436,1200
441,1228
427,1194
435,1214
433,1204
434,1191
419,1216
426,1219
441,1206
427,1211
428,1208
436,1200
431,1191
445,1214
439,1198
440,1199
435,1206
437,1205
432,1192
442,1188
431,1218
432,1202
435,1231
436,1213
438,1208
441,1219
430,1195
423,1190
423,1192
437,1225
433,1213
425,1205
437,1203
428,1178
427,1201
432,1214
426,1240
430,1222
427,1190
434,1207
434,1206
430,1207
417,1178
431,1209
435,1204
423,1186
437,1208
438,1199
427,1215
433,1213
443,1206
424,1204
436,1178
420,1206
432,1207
431,1212
431,1189
421,1192
445,1201
442,1214
440,1228
426,1218
442,1221
432,1200
440,1197
451,1213
440,1214
437,1212
429,1217
438,1217
429,1180
448,1203
429,1213
435,1206
418,1184
415,1188
439,1185
445,1201
432,1189
415,1203
417,1209
427,1199
443,1227
442,1204
436,1229
440,1195
440,1232
437,1202
440,1192
431,1219
434,1224
423,1214
421,1199
431,1222
428,1207
433,1211
436,1192
440,1199
434,1209
438,1201
430,1218
419,1199
425,1215
433,1195
430,1210
421,1207
438,1195
436,1180
425,1214
440,1219
437,1210
445,1196
443,1223
420,1196
437,1194
420,1206
428,1210
422,1226
437,1193
434,1196
425,1213
439,1189
435,1233
421,1224
441,1208
431,1187
431,1233
432,1203
421,1205
438,1215
430,1198
424,1197
423,1199
423,1191
437,1209
434,1179
435,1209
436,1216
428,1227
422,1212
437,1180
428,1209
422,1185
417,1221
437,1213
431,1196
426,1167
440,1205
419,1224
421,1200
435,1221
436,1190
448,1204
426,1210
439,1187
417,1198
425,1224
435,1195
433,1201
432,1213
429,1185
424,1208
440,1208
426,1200
438,1216
427,1176
438,1172
438,1200
425,1196
431,1204
416,1228
426,1190
426,1202
434,1215
434,1212
434,1216
439,1213
428,1192
430,1179
430,1215
428,1211
427,1202
432,1195
412,1206
430,1218
426,1189
424,1222
420,1196
438,1190
435,1195
428,1217
434,1197
423,1203
440,1214
438,1202
436,1207
418,1191
429,1211
426,1219
440,1201
422,1222
418,1222
440,1196
419,1220
434,1211
427,1216
436,1181
442,1198
436,1211
430,1199
442,1201
438,1185
416,1205
424,1195
442,1204
430,1190
434,1204
430,1204
428,1203
440,1188
441,1222
421,1201
449,1173
437,1183
431,1204
436,1212
432,1207
432,1209
436,1202
418,1210
439,1207
448,1213
439,1202
427,1184
434,1183
423,1209
421,1201
425,1196
433,1216
434,1206
429,1199
441,1195
443,1199
419,1198
433,1175
415,1186
431,1199
432,1196
443,1198
431,1220
443,1218
424,1233
435,1195
439,1201
429,1222
420,1209
443,1193
442,1227
423,1196
443,1210
438,1206
421,1186
438,1210
439,1214
423,1211
441,1169
422,1218
439,1201
428,1202
426,1202
428,1234
440,1184
431,1226
426,1195
437,1205
433,1184
432,1195
429,1186
436,1200
427,1181
436,1214
416,1209
429,1209
437,1225
437,1191
428,1207
437,1201
424,1187
425,1217
436,1209
439,1205
438,1198
438,1217
430,1224
418,1211
428,1204
426,1197
427,1201
429,1199
434,1199
438,1214
422,1222
426,1182
428,1200
433,1210
435,1194
433,1188
413,1206
419,1203
435,1226
427,1202
431,1219
415,1187
439,1215
434,1209
436,1208
424,1200
436,1217
439,1197
427,1225
422,1217
431,1209
452,1198
427,1210
430,1207
425,1185
425,1218
435,1200
444,1215
446,1189
430,1220
440,1191
435,1197
431,1206
433,1215
420,1197
447,1203
431,1228
433,1210
434,1183
436,1192
430,1195
425,1202
418,1200
432,1204
421,1205
428,1216
437,1232
430,1191
431,1199
433,1223
426,1213
437,1226
431,1177
434,1201
441,1208
429,1200
426,1172
432,1208
438,1212
437,1197
420,1188
438,1217
427,1216
430,1207
425,1214
431,1185
438,1209
412,1211
432,1202
439,1215
430,1196
434,1222
430,1195
432,1205
430,1194
443,1202
426,1188
432,1207
425,1187
423,1212
436,1193
423,1188
432,1205
436,1197
430,1192
426,1196
430,1184
429,1173
425,1225
421,1203
411,1195
436,1177
423,1183
428,1215
429,1214
432,1194
425,1216
424,1206
435,1193
432,1199
422,1226
422,1211
431,1197
430,1204
433,1201
433,1198
427,1200
430,1226
419,1207
429,1210
433,1199
430,1212
426,1219
450,1203
434,1191
418,1211
421,1212
432,1207
441,1216
427,1240
421,1189
430,1213
441,1195
428,1185
452,1220
433,1200
434,1230
438,1219
439,1187
429,1242
433,1175
437,1204
430,1203
432,1189
414,1203
437,1182
424,1184
428,1217
435,1187
433,1219
418,1213
437,1189
440,1215
431,1213
442,1202
438,1204
424,1203
415,1240
442,1209
427,1221
426,1216
430,1199
440,1195
428,1190
417,1208
436,1213
431,1215
430,1212
432,1196
427,1197
434,1211
428,1193
422,1210
449,1202
434,1186
423,1208
431,1217
434,1192
427,1228
427,1194
432,1211
432,1193
437,1222
435,1193
429,1172
421,1203
423,1198
432,1217
435,1202
429,1214
424,1218
428,1197
421,1204
435,1205
437,1192
424,1176
435,1184
430,1230
428,1199
436,1197
419,1196
447,1205
424,1177
427,1193
435,1228
437,1201
432,1203
429,1221
438,1214
439,1192
437,1222
415,1186
414,1204
432,1219
426,1193
439,1190
421,1217
428,1204
434,1194
433,1192
427,1187
435,1201
439,1208
429,1221
415,1204
442,1215
423,1244
440,1200
422,1193
426,1227
440,1219
434,1222
434,1232
430,1217
434,1195
433,1185
432,1189
424,1189
436,1200
412,1176
428,1186
431,1204
445,1193
425,1200
436,1186
435,1206
440,1201
436,1181
430,1201
438,1205
435,1186
415,1197
434,1197
430,1225
434,1195
429,1192
437,1207
443,1214
429,1215
423,1209
434,1197
435,1217
433,1202
434,1176
429,1197
424,1202
435,1210
433,1193
429,1218
435,1199
422,1202
437,1197
433,1199
430,1230
426,1205
436,1222
442,1208
437,1219
445,1206
439,1202
432,1196
417,1234
423,1197
426,1198
426,1218
428,1195
431,1224
428,1216
430,1211
420,1212
432,1201
437,1201
446,1196
428,1220
437,1201
431,1171
437,1219
438,1214
424,1224
428,1233
426,1184
432,1194
439,1220
431,1220
424,1205
433,1190
434,1192
429,1198
419,1187
434,1200
437,1219
422,1206
448,1184
432,1204
427,1194
440,1208
439,1205
426,1212
421,1212
422,1206
433,1210
427,1206
430,1232
441,1206
430,1205
430,1221
426,1197
444,1195
428,1184
430,1231
438,1208
436,1216
434,1228
431,1240
427,1208
441,1182
430,1195
436,1182
429,1186
442,1193
436,1186
432,1210
436,1178
432,1220
433,1219
432,1184
428,1194
437,1201
428,1201
430,1183
437,1209
434,1218
430,1203
423,1233
429,1182
434,1220
443,1211
430,1215
435,1216
427,1227
429,1182
431,1207
432,1224
413,1233
419,1214
427,1203
416,1218
436,1222
437,1212
435,1198
441,1214
427,1192
431,1199
442,1219
422,1201
424,1219
436,1231
433,1222
431,1176
426,1182
435,1223
431,1203
426,1203
427,1191
432,1226
430,1209
429,1211
437,1216
434,1218
435,1198
443,1195
435,1209
445,1198
436,1228
417,1199
438,1208
430,1203
431,1234
429,1195
415,1191
427,1190
433,1198
439,1201
435,1219
431,1205
426,1206
436,1194
439,1203
424,1211
433,1230
427,1196
415,1214
443,1192
429,1224
443,1202
427,1217
425,1204
442,1192
416,1186
426,1214
441,1209
424,1230
431,1200
434,1221
432,1207
424,1201
436,1192
449,1206
429,1197
438,1213
417,1222
426,1216
431,1199
426,1220
442,1201
438,1225
439,1220
429,1186
446,1219
420,1229
440,1205
421,1209
428,1204
422,1208
434,1209
419,1208
428,1215
429,1200
431,1210
425,1213
423,1219
430,1240
429,1212
451,1218
426,1235
431,1198
428,1190
430,1184
435,1184
433,1205
438,1219
436,1208
430,1212
419,1202
435,1206
423,1186
419,1184
432,1205
438,1195
439,1219
427,1197
432,1181
442,1195
431,1198
433,1183
435,1218
438,1223
439,1210
421,1202
423,1236
427,1193
424,1205
443,1208
427,1224
432,1214
431,1213
432,1191
439,1192
414,1217
440,1187
434,1164
440,1183
434,1185
427,1187
424,1200
426,1218
421,1211
424,1174
433,1213
434,1206
426,1226
441,1186
439,1219
444,1209
429,1185
437,1234
417,1204
431,1217
446,1190
418,1203
433,1211
434,1197
424,1211
429,1221
421,1195
428,1195
425,1207
443,1220
435,1225
432,1181
434,1192
433,1201
427,1231
431,1231
420,1196
444,1219
430,1228
427,1222
429,1214
434,1193
431,1198
435,1193
412,1194
428,1222
430,1230
441,1197
423,1184
434,1216
436,1205
430,1212
432,1204
430,1196
427,1177
429,1211
430,1180
428,1188
440,1179
440,1185
432,1207
421,1200
422,1215
432,1213
439,1193
434,1201
428,1168
440,1197
437,1202
418,1225
436,1196
434,1191
442,1237
431,1208
419,1195
424,1188
432,1212
435,1217
426,1185
433,1231
435,1211
428,1211
420,1207
