HO,CD
337,981
350,975
340,951
351,945
362,983
358,967
343,963
347,954
359,968
362,967
354,983
356,970
358,955
338,955
353,974
331,962
359,967
359,929
347,927
360,983
363,961
362,940
355,965
349,983
340,965
352,956
336,966
351,953
363,949
371,990
345,966
353,972
357,931
349,956
348,933
367,990
355,977
351,959
357,966
358,958
359,971
342,961
366,964
368,953
357,953
335,951
356,967
350,1000
348,946
359,951
345,969
341,953
342,982
360,973
350,960
356,972
359,969
356,965
342,985
346,957
345,953
356,949
349,961
350,964
350,985
351,987
347,966
354,963
348,967
356,951
351,983
358,990
342,942
346,958
351,985
350,968
348,969
353,966
344,962
356,974
336,966
360,932
346,982
351,984
344,970
342,962
354,987
357,979
362,961
357,954
341,967
366,946
357,956
350,970
352,972
359,968
345,971
352,976
350,973
371,950
349,980
360,936
356,958
363,990
336,955
361,957
346,953
361,955
356,938
349,944
363,992
368,981
361,963
350,952
357,961
353,968
362,957
354,976
360,955
352,972
358,964
361,952
344,954
354,947
364,957
358,939
342,941
349,977
362,945
349,941
343,951
343,944
350,959
334,959
357,943
361,954
349,934
353,942
347,972
369,947
354,959
362,957
359,944
345,953
344,968
359,966
362,947
353,936
352,951
332,960
354,990
367,952
346,947
371,949
361,988
365,960
366,941
346,979
340,957
356,970
330,955
353,948
346,942
334,974
351,958
353,965
362,963
355,967
354,944
364,959
369,961
378,983
352,956
357,957
363,949
370,961
335,989
364,974
358,978
349,967
366,971
372,954
349,957
363,974
352,959
350,953
360,970
345,959
376,947
352,964
351,945
370,969
355,957
353,954
348,955
347,974
345,950
344,977
357,962
371,963
354,988
351,957
355,944
361,968
353,988
349,979
354,973
353,940
357,950
372,961
328,968
352,961
361,965
346,957
338,955
360,963
367,961
357,955
353,934
353,962
341,983
363,979
367,938
340,951
349,967
357,941
343,970
359,924
339,971
370,976
367,964
368,952
355,943
358,936
359,960
353,954
366,974
342,960
355,972
355,951
340,983
359,977
346,960
339,936
341,980
350,969
364,936
351,963
354,936
365,974
363,945
371,949
354,978
357,937
360,948
346,964
355,938
352,975
347,960
358,947
352,961
339,962
360,975
349,935
356,966
361,959
345,938
342,957
341,979
359,950
362,960
342,957
353,957
360,974
369,967
362,950
355,945
348,968
374,974
350,965
356,973
360,938
349,953
360,964
355,937
359,969
350,954
361,979
352,938
364,956
341,932
350,936
360,938
356,972
364,933
366,954
355,967
341,940
350,932
355,941
340,963
350,970
356,975
367,942
356,956
352,939
361,960
354,965
337,983
356,967
346,966
361,946
351,982
350,954
341,935
353,984
354,951
335,947
350,956
332,945
353,957
371,942
359,950
345,957
357,937
357,962
350,928
342,937
360,933
357,953
353,955
322,938
339,931
358,991
349,984
351,940
350,956
355,962
360,973
352,929
353,973
359,967
342,960
360,955
363,958
342,984
340,952
358,965
347,972
358,976
360,994
358,977
360,958
351,943
344,990
358,905
368,975
356,926
351,954
352,943
371,941
362,935
332,929
357,948
363,947
348,971
356,955
374,944
347,982
346,963
339,964
343,967
355,958
350,953
346,977
355,995
349,976
356,964
354,944
346,951
354,961
343,1003
355,979
365,963
352,941
363,957
358,964
366,952
351,975
357,980
351,959
344,931
364,993
359,958
354,958
356,987
351,948
342,961
349,968
346,956
357,967
354,965
354,971
354,976
358,954
347,968
342,951
347,977
364,973
368,987
353,962
360,943
357,955
344,955
340,948
354,950
347,974
350,971
362,961
363,962
355,943
354,974
365,969
362,964
350,952
368,977
364,994
367,1003
356,973
357,973
364,961
342,946
364,967
337,960
366,960
347,970
348,966
347,961
372,961
344,975
350,967
343,942
357,960
372,989
356,961
361,982
364,967
361,975
351,973
354,960
359,964
360,973
351,953
361,968
353,971
364,964
351,951
338,982
337,951
340,960
376,981
348,924
352,937
367,941
336,988
355,929
362,977
356,951
357,986
350,977
360,960
353,964
345,949
352,946
343,960
343,963
354,974
362,984
358,969
337,954
351,945
361,974
349,940
353,945
361,960
344,955
354,953
352,951
345,945
353,940
356,936
354,945
347,951
355,951
352,937
335,938
350,950
343,989
366,969
361,964
349,971
364,955
351,977
357,959
345,970
366,930
351,960
352,974
362,970
354,987
358,950
359,965
362,964
358,972
346,969
355,966
337,974
353,957
350,942
350,957
356,963
340,947
359,1002
356,945
345,952
337,971
361,975
371,974
349,947
363,952
351,960
361,946
359,958
349,945
358,942
359,939
354,940
351,980
362,955
368,970
354,959
362,951
347,975
356,949
351,966
351,946
350,961
357,975
378,954
348,946
339,969
347,933
358,976
366,953
342,973
362,948
372,957
348,947
345,950
353,939
345,1008
358,940
350,973
360,957
348,951
352,971
354,975
354,962
353,953
353,952
355,943
354,972
341,954
338,974
342,952
364,979
356,949
344,974
357,978
354,957
352,966
352,980
332,978
356,980
339,972
345,939
355,959
336,952
366,957
345,975
358,937
353,974
355,971
344,952
350,951
346,975
352,937
346,969
347,940
358,962
357,953
356,955
356,954
363,955
359,938
350,953
342,961
366,980
343,973
363,944
360,959
345,959
349,995
356,941
355,984
375,947
351,960
340,969
364,948
358,938
352,955
361,938
344,966
355,965
358,949
360,958
352,948
350,997
352,942
359,944
354,951
366,923
354,962
346,959
355,960
362,938
355,955
349,948
337,956
365,961
348,951
334,944
343,956
362,959
341,968
341,961
355,957
347,984
340,970
352,963
346,980
359,971
355,999
361,914
363,983
352,980
359,991
370,969
349,958
373,953
357,961
351,970
346,992
347,940
356,922
362,977
351,975
345,967
358,933
350,961
360,961
361,964
347,975
346,940
346,973
367,966
363,956
346,970
343,951
348,953
353,959
341,976
340,959
346,937
369,972
353,963
360,965
358,955
363,936
343,954
351,975
348,952
362,964
355,960
361,968
355,966
345,979
360,954
355,977
367,939
356,954
350,943
352,972
367,952
363,951
350,935
356,977
359,966
356,960
357,943
350,959
362,974
348,950
370,944
355,953
343,972
358,983
350,1007
358,961
359,950
352,998
355,946
368,960
355,962
367,972
340,956
360,945
352,964
355,966
349,952
352,992
354,941
355,961
361,952
360,942
348,928
365,963
354,968
357,973
364,938
355,970
356,955
361,948
345,972
356,954
355,963
357,935
353,983
347,961
349,946
348,969
367,959
366,969
340,959
357,976
357,930
363,977
356,951
358,955
366,938
346,970
353,959
323,965
350,952
345,942
356,950
359,989
341,953
349,939
343,957
341,957
341,971
353,960
356,958
361,966
342,962
335,974
362,966
345,934
344,961
356,976
337,943
351,959
346,938
353,945
353,957
346,959
356,977
361,973
